1 Q0 42920
1 P0 10263
1 SP 130406
1 FF 145790
1 DI 22770
1 CC 26353
1 DD 3341
1 VM 72673
1 AO 3313
1 DA 99616
1 WW 4655
1 VA 17163
1 VS 16184
1 II 23
1 ZZ 28188
1 CS 10508
1 DT 53
1 DR 115
1 DP 20
1 PR 11423
1 AQ 46277
1 PP 5577
1 PT 265
1 PX 7594
1 NC 155454
1 RG 21482
1 PD 889
1 NP 101253
1 RN 2787
1 PI 1618
2 RG de_segona_mà -9.97497065416
2 RG de_bona_família -9.2818234736
2 NP TCM_Movie_Database -11.5253776142
2 NP Esmerdis -11.5253776142
2 NC xocs -11.9541051469
2 NP Amb_Axel_Rudi_Pell -11.5253776142
2 NP Dmitry_Ivanovich_Tolstoi -11.5253776142
2 VM contenir -8.70881855548
2 NP Yoritsune -11.5253776142
2 NC vincles -10.5678107858
2 NC variables -8.86306269354
2 NP Empar_Álvarez -11.5253776142
2 NC verdad -11.9541051469
2 NC cèl·lules_sanguínies -10.5678107858
2 NP Maharashtra -11.5253776142
2 ZZ GI-623a -10.2466516344
2 NP Léopoldine_de_Sternberg -11.5253776142
2 NC carlisme -11.2609579663
2 NP Otacília_Severa -11.5253776142
2 NP Guillermina_Motta -11.5253776142
2 VM bulevar -11.1937252053
2 NP Convent_de_Sant_Marçal -11.5253776142
2 NP Toute -11.5253776142
2 ZZ 6,39 -10.2466516344
2 NC usatge -11.9541051469
2 NC flora -9.65152005391
2 NC capitosts -11.9541051469
2 VM eludint -11.1937252053
2 WW 27_de_juliol_del_1980 -8.44569718971
2 RG maná -8.87635836549
2 NC subterrestris -10.8554928582
2 NC projectum -11.9541051469
2 NP Vida -8.58093863499
2 VM destinaren -11.1937252053
2 NP Maisonnette -11.5253776142
2 NP Schiff -10.8322304336
2 ZZ E-25 -10.2466516344
2 ZZ E-24 -10.2466516344
2 ZZ E-23 -10.2466516344
2 ZZ E-22 -10.2466516344
2 NP Joan_Tzetzes -10.8322304336
2 NP Procediment_de_Brunelli -11.5253776142
2 VM extès -11.1937252053
2 NC plumatge -11.9541051469
2 NP Antonin_Dolohov -11.5253776142
2 NP Bohol -10.8322304336
2 NP Emotivisme_Moral -10.8322304336
2 ZZ 5º -10.2466516344
2 NP Partit_Socialdemòcrata_de_Belarús -11.5253776142
2 NP Goedheil -11.5253776142
2 NC núpcies -11.9541051469
2 NP Campana_de_Gauss -11.5253776142
2 NC acquiescència -11.9541051469
2 NP Spider -10.8322304336
2 VM editades -10.5005780247
2 VM reinterpretat -11.1937252053
2 RG fluentment -9.97497065416
2 NP Late_Night_Sauna -11.5253776142
2 NC commemoracions -11.9541051469
2 VM senyalat -11.1937252053
2 AQ complexes -8.79649020733
2 NP CIU -11.5253776142
2 NC angles -10.3446672345
2 NP The_Number_Concept -11.5253776142
2 NP Manamendra-Arachchi -9.91593970173
2 NP Filagri_de_l'_Epir -11.5253776142
2 NP Carl_Wilhelm_Scheele -11.5253776142
2 NP CIA -10.8322304336
2 NP Reial_Càtedra_Gaudí -10.8322304336
2 VM extingides -11.1937252053
2 VM completen -10.0951129166
2 VM il·lusionar -11.1937252053
2 NP La_Opinión_Pública_de_Montevideo -11.5253776142
2 NP Flavi_Juli_Constant -11.5253776142
2 VM encarnava -11.1937252053
2 NP Ejército -11.5253776142
2 NP Manolo_Preciado -11.5253776142
2 ZZ 6366 -10.2466516344
2 NP Corals_de_Joventuts_Musicals -11.5253776142
2 NP Fernando_Vázquez -11.5253776142
2 NP Esterházy-Rostbraten -11.5253776142
2 NP Serbis_Estat_de_els_Eslovens -11.5253776142
2 NP Shogunat_Tokugawa_de_el_Japó -11.5253776142
2 NP Chapis -11.5253776142
2 VM utilitzava -8.89114011227
2 ZZ 1852-1909 -10.2466516344
2 VM inclogué -10.5005780247
2 AQ moderns -7.96981163415
2 NP Angela_Beesley -11.5253776142
2 NC compartido -11.9541051469
2 ZZ 1953-1961 -10.2466516344
2 NP Convent_de_Sant_Sebastià -11.5253776142
2 AQ moderne -10.0492531758
2 AQ moderna -7.05352090227
2 NP José_M. -11.5253776142
2 VM instal·lat -9.40196573604
2 NP Joan_Margarit -11.5253776142
2 ZZ 4_pessetes -10.2466516344
2 AQ automàtica -10.7424003564
2 NC carros -9.5562098741
2 ZZ 21644 -10.2466516344
2 NC theory -11.2609579663
2 AQ automàtics -10.7424003564
2 NC assamensis -11.9541051469
2 VM atendre -8.89114011227
2 AQ metris -10.7424003564
2 NC daguerrotips -11.9541051469
2 NP Fail·le_de_Fòcida -11.5253776142
2 VM ostentar -10.0951129166
2 NP Berthold -11.5253776142
2 NP All_Trades -11.5253776142
2 ZZ Un_mes -9.55350445389
2 VM desitja -9.40196573604
2 NP UDPV -10.4267653255
2 NP UDPS -11.5253776142
2 NP Tim_Tobin -11.5253776142
2 NP Philéitairos -11.5253776142
2 NC subtilesa -11.2609579663
2 AQ poloneses -10.7424003564
2 AQ identica -10.7424003564
2 NP Finalista_de_la_Competició_Yves_de_el_Casal -11.5253776142
2 NP UDPE -11.5253776142
2 AQ enèrgic -10.7424003564
2 NP Chandra_Gupta_II -11.5253776142
2 AQ altaragonès -10.7424003564
2 AQ filosòfiques -10.7424003564
2 NP Macarena_Bielsa -11.5253776142
2 NP Aule_Postumi_Albí -11.5253776142
2 NP Leonid_Stadnik -11.5253776142
2 NC glaç -11.9541051469
2 NP Bardi -11.5253776142
2 NP Família -9.44593607248
2 NP Flaherty -11.5253776142
2 ZZ 1834 -7.76174498466
2 ZZ 1837 -7.60759430483
2 ZZ 1836 -8.86035727333
2 ZZ 1831 -8.86035727333
2 ZZ 1830 -7.84875636165
2 VM garantits -11.1937252053
2 ZZ 1832 -8.63721372201
2 NP Nate_Thurmond -11.5253776142
2 ZZ 1839 -8.16721009277
2 ZZ 1838 -8.86035727333
2 VM imposaven -10.5005780247
2 AQ reflector -9.35610599527
2 NP Berrocal -11.5253776142
2 VM amoïnar -11.1937252053
2 AQ afganès -10.7424003564
2 VM flogisticat -10.5005780247
2 NP C.V._de_Borredà -11.5253776142
2 VM Tingueren -10.5005780247
2 VM Disparava -11.1937252053
2 NP Comissió_de_Catequesi -11.5253776142
2 VM enjudiciar -11.1937252053
2 VM enjudiciat -11.1937252053
2 NP Wildente -11.5253776142
2 NP Trachycarpus -11.5253776142
2 AQ peruanus -10.0492531758
2 NP Point_Blanc_d'_Anthony_Horowitz -11.5253776142
2 RG ran -9.2818234736
2 WW 25_de_novembre_de_1975 -8.44569718971
2 AQ diplomàtiques -9.13296244395
2 NP Threadneedle_Street -11.5253776142
2 VM Aixecà -11.1937252053
2 VM considerava -8.05823098934
2 RG ras -9.97497065416
2 VS estat -3.71796876698
2 NP Baebia -10.4267653255
2 VM enquadrar -10.5005780247
2 NC embús -11.9541051469
2 NP Amposta-La_Pasarel·la -10.8322304336
2 NP C.V._de_Sant_Feliu_de_el_Racó -11.5253776142
2 AQ genètica -10.0492531758
2 VM Pollis -11.1937252053
2 VM firma -11.1937252053
2 VM firme -11.1937252053
2 NP TimeAxis -11.5253776142
2 NP Batalla_de_França -10.4267653255
2 NP Roeulx -11.5253776142
2 NP Amendments -11.5253776142
2 NC batuda -9.38915578944
2 NC bust -10.5678107858
2 NP Zukkoke -11.5253776142
2 NP Tego_Calderon -11.5253776142
2 VM medico -11.1937252053
2 NC microcosmos -11.9541051469
2 NP Irene_A._Stegun -10.8322304336
2 VM reprint -11.1937252053
2 VM medica -10.0951129166
2 NP Myra_Gale_Brown -11.5253776142
2 ZZ 1877-1972 -9.55350445389
2 NP Anthony_de_Mello_El -11.5253776142
2 NP David_Glasgow_Farragut -11.5253776142
2 VM prenent -8.99650062793
2 NP Gran_Rei_de_els_Dimonis -10.8322304336
2 AQ psicològiques -10.7424003564
2 NP Ploiesti -11.5253776142
2 NP Pelayo_Paris -11.5253776142
2 NP Perivolia -11.5253776142
2 NP Robert_Burnham -11.5253776142
2 NC simpaties -11.9541051469
2 ZZ 3×6 -10.2466516344
2 VM Pregunta -11.1937252053
2 NP Carpesa -11.5253776142
2 NP Barbara_Held -11.5253776142
2 NP Circular -11.5253776142
2 NC llamadas -11.9541051469
2 NP Thematic_Apperception_Test -11.5253776142
2 AQ progress -9.64378806772
2 NP Edit -10.8322304336
2 NP Paper_Moon -10.8322304336
2 VM indicar -8.62877584781
2 VM indicat -10.0951129166
2 NP Castellterçol -10.8322304336
2 ZZ 2005-2007_ha -10.2466516344
2 AQ tecnològics -10.0492531758
2 NP Guitarra -11.5253776142
2 NP Estat -7.26269773712
2 NP Benares -11.5253776142
2 VM signats -9.80743084415
2 WW 13_d'_abril_de_1945 -8.44569718971
2 NP Leiden -10.8322304336
2 NP Elimiotis -10.8322304336
2 NP Marcel_Pagnol -11.5253776142
2 AQ domingo -10.7424003564
2 NC marquetería -11.9541051469
2 VM reconegut -7.93562866725
2 NC quiliarca -11.9541051469
2 AQ americà -7.21603983177
2 AQ gràfiques -8.95064088716
2 NP Valerius_Pollio -11.5253776142
2 VM consumint -10.0951129166
2 NC utilizing -11.9541051469
2 NC sequera -11.2609579663
2 NP Centre_d'_Estudis_Universitaris -11.5253776142
2 NP Monestir_de_Santa_Maria_d'_Ullà -11.5253776142
2 NP VICENS_Universidad -11.5253776142
2 VM Depèn -10.5005780247
2 NP Infernape -10.8322304336
2 NP VII_El -11.5253776142
2 NP Sacerdotessa_de_la_Deessa_Elune -11.5253776142
2 AQ enrotllador -10.7424003564
2 AQ amatísima -10.7424003564
2 RG familiarment -9.97497065416
2 VM serveixi -11.1937252053
2 NP Dime -11.5253776142
2 NC legatis -11.9541051469
2 NC austeritat -11.9541051469
2 NP Ward_Cunningham -11.5253776142
2 NC detonadors -11.9541051469
2 NC pensadors -11.9541051469
2 NP Fronts -11.5253776142
2 NP Ona_Digital -11.5253776142
2 NP Panzer -11.5253776142
2 ZZ 9_m -9.55350445389
2 VM annexionada -11.1937252053
2 NP María_Casal -11.5253776142
2 VM lequipe -9.24781505621
2 NP Natalie_Strout -11.5253776142
2 NP Cases_Barates_de_Tarragona -11.5253776142
2 NP Potosí -10.8322304336
2 NP Convent_de_Sant_Salvi_de_Cladells -11.5253776142
2 NP L._&_Mumpuni -11.5253776142
2 VM pesen -10.0951129166
2 AQ articulars -9.64378806772
2 NP Chef-Boutonne -11.5253776142
2 NP Paral·lel -11.5253776142
2 NP Eugenio -11.5253776142
2 NP Angel_L._Flora -11.5253776142
2 VM acabaven -11.1937252053
2 NP Alcalde_de_Terrassa -11.5253776142
2 NP Ciències_de_la_Informació -11.5253776142
2 NP Llavors -11.5253776142
2 VM serveixin -11.1937252053
2 NC sondeig -11.9541051469
2 NP Serenata -11.5253776142
2 NC incidència -10.5678107858
2 NP Itàlia_Té -10.4267653255
2 NC implantació -10.0081949978
2 NP Coleman -11.5253776142
2 NP Pristina -10.8322304336
2 NP Pucará_San_Lorenzo -11.5253776142
2 AQ lusitanis -10.7424003564
2 NP Major_de_Deià -11.5253776142
2 NC lingenuitas -11.9541051469
2 NC proclamació -10.0081949978
2 AQ papal -10.7424003564
2 NP Maîtrise_de_Radio_France -11.5253776142
2 ZZ BV-2119 -10.2466516344
2 ZZ BV-2117 -10.2466516344
2 ZZ BV-2116 -10.2466516344
2 ZZ BV-2115 -10.2466516344
2 ZZ BV-2113 -10.2466516344
2 VM enganxant -11.1937252053
2 ZZ BV-2111 -10.2466516344
2 NC education -11.9541051469
2 NC desgreuge -11.9541051469
2 ZZ 1.750_metres -10.2466516344
2 RG Exteriorment -9.2818234736
2 AQ desmanyotat -10.7424003564
2 NP Algorithmus -11.5253776142
2 AQ marítims -9.64378806772
2 VM visitats -11.1937252053
2 VM reconciliar -9.58428729283
2 NP Iorek_Birnyson -11.5253776142
2 NP Gustavus -11.5253776142
2 AQ pensadores -10.7424003564
2 ZZ 226 -10.2466516344
2 ZZ 227 -9.55350445389
2 ZZ 224 -9.55350445389
2 ZZ 225 -8.30074148539
2 ZZ 222 -10.2466516344
2 ZZ 223 -9.14803934578
2 ZZ 220 -7.76174498466
2 ZZ 221 -9.14803934578
2 NP Turtuixa -10.8322304336
2 NP Chifeng -11.5253776142
2 VM nave -11.1937252053
2 VM benjamin -11.1937252053
2 NP Licurg -10.8322304336
2 VM impression -11.1937252053
2 NP Universidad_de_Barcelona -11.5253776142
2 NP Pi_de_Cabanyes -11.5253776142
2 NP Léon_Blum -11.5253776142
2 AQ existent -7.85202859849
2 NP Berguedà_Castell_de_l'_Espunyola -11.5253776142
2 WW 15_d'_agost -6.83625927728
2 NP Partisans -11.5253776142
2 NP Valerià_Miralles -11.5253776142
2 NP Militant_de_el_Partit_Socialista_Obrer_Espanyol -11.5253776142
2 VM combinat -10.0951129166
2 NP Panteleemon -11.5253776142
2 VM combinar -9.80743084415
2 NP Elisava -11.5253776142
2 NC confiabilitat -11.9541051469
2 NP Divisió_Panzer_SS_Hohenstaufen -9.73361814493
2 NP Dunsparce -11.5253776142
2 NP Golgotha -11.5253776142
2 NP Leyte -10.139083253
2 NP Vegueria_Montblanc -11.5253776142
2 VM rain -11.1937252053
2 NC divorcis -11.2609579663
2 VM falsejar -11.1937252053
2 NP Yume_de_Aetara -11.5253776142
2 NC between -11.2609579663
2 NP Dwr_Cymru -11.5253776142
2 NP Thirteen -11.5253776142
2 NC capitell -11.2609579663
2 NP Kluck -11.5253776142
2 NC convents -11.2609579663
2 NP Wolfsangel -11.5253776142
2 NP Muntades -10.8322304336
2 NC conceptes -9.75688056957
2 NP Poopeye -10.4267653255
2 NP Consell_Nacional_de_Defensa -11.5253776142
2 NP Setge_d'_Almenar -11.5253776142
2 NP Wessprim -11.5253776142
2 VM Corren -10.5005780247
2 NP Eliseo_Subiela -11.5253776142
2 NP El_Periódico_de_Catalunya -11.5253776142
2 NP Stephen_Swanson -11.5253776142
2 AQ ovina -10.0492531758
2 NP México -10.139083253
2 NC arquitectura -8.37058620845
2 AQ juniors -10.7424003564
2 NC bicameralitat -11.9541051469
2 NC alè -11.2609579663
2 NC langei -11.9541051469
2 NP Looking -11.5253776142
2 NC pescador -10.8554928582
2 NC ingressions -11.9541051469
2 VM vistar -11.1937252053
2 NP Hiverns -11.5253776142
2 NP Washington_D._C. -11.5253776142
2 NC falleres -11.2609579663
2 VM travessat -8.99650062793
2 NP Viva_la_Pepa -11.5253776142
2 AQ cognitiu -10.7424003564
2 NP Relats -11.5253776142
2 NC cacera -9.65152005391
2 NC reducte -10.5678107858
2 NP The_Sixth_Sense -11.5253776142
2 NC perfeccions -11.9541051469
2 NP Antecedentes -11.5253776142
2 NC empresaris -9.87466360522
2 NP Regne_de_Portugal -11.5253776142
2 NP Iskender_Pasha -11.5253776142
2 ZZ 38.300 -10.2466516344
2 NP VIII_Congrés_de_Sociolingüística_de_Toronto -11.5253776142
2 NP Web_de_Carlos_Carbonell -11.5253776142
2 NP Frederic_Mistral -11.5253776142
2 NP Gneu_Domici_Calví -11.5253776142
2 NP Desenvolupament_Econòmic -11.5253776142
2 NC Centre -11.9541051469
2 NC rebel·lió -8.86306269354
2 NP Operación_Triunfo -10.4267653255
2 NP Kathleen_Quinlan -11.5253776142
2 NC artemonites -11.9541051469
2 NP París-Valenciennes -11.5253776142
2 ZZ 1727-1728 -10.2466516344
2 ZZ C-149z -10.2466516344
2 NP Marillengolatsche -11.5253776142
2 NP Espectacles_Padró_Cabot -11.5253776142
2 NP Pietro_Ingrao -11.5253776142
2 ZZ C-149a -10.2466516344
2 ZZ C-149b -10.2466516344
2 NP Kenneth_de_REM -11.5253776142
2 NP La_Pirinenca -10.8322304336
2 NP Internet_Movie_Database -10.8322304336
2 VM posarà -11.1937252053
2 VM patrocinant -11.1937252053
2 NC estrangers -10.0081949978
2 ZZ 89_milions -10.2466516344
2 NP Edouard_Klabinski -11.5253776142
2 VM gaudint -11.1937252053
2 NP X._L' -11.5253776142
2 NC ending -11.9541051469
2 AQ nasus -10.0492531758
2 VM processés -11.1937252053
2 NP Finalista_de_el_Top -10.8322304336
2 NP Xyletininae_Gistel -11.5253776142
2 NP Gil -11.5253776142
2 NP República_de_Cuba -8.58093863499
2 NC nordeste -11.9541051469
2 NP Vittorio_Emanuele_Orlando -11.5253776142
2 NP Gia -11.5253776142
2 NP Filine -11.5253776142
2 NP Liga_Nacional_de_Futbol_Sala -10.4267653255
2 NP Pòquer -11.5253776142
2 NC crisàl·lida -11.9541051469
2 NP Spilt_Milk -11.5253776142
2 NP Gis -11.5253776142
2 NP La_Rochelle -11.5253776142
2 NP Ferrer_de_la_Plaça -11.5253776142
2 NC marí -11.9541051469
2 NP Göta_Kanal -11.5253776142
2 NP Ford_Anglia -11.5253776142
2 AQ terrena -10.7424003564
2 NP X._La -11.5253776142
2 NP Vajol -11.5253776142
2 AQ australs -10.7424003564
2 NP Vaïraumati -11.5253776142
2 NP Linden -11.5253776142
2 NP Galois -9.32815303682
2 ZZ 43-51 -10.2466516344
2 NC tube -11.9541051469
2 VM excavades -9.80743084415
2 NC tubs -10.8554928582
2 VM radicat -11.1937252053
2 VM radicar -11.1937252053
2 NP Adelaida_Frias_Borràs -11.5253776142
2 NP L._&_Burger -9.5794674651
2 NC escalador -10.8554928582
2 NC tèxtils -11.9541051469
2 NC translacions -10.8554928582
2 NP Don_Edmunds -10.8322304336
2 NP Konrad -11.5253776142
2 NP Sud_d'_Espanya -11.5253776142
2 NC resources -11.9541051469
2 VM Dimitix -11.1937252053
2 NP Antíoc_I_Sòter -10.8322304336
2 NC encierros -11.9541051469
2 NP Edicions -8.9604282567
2 NP Confederació_Argentina_de_el_Patí -11.5253776142
2 SP a_causa_de -7.10557910522
2 NP Tir_Ràpid -11.5253776142
2 NP Aquelles -11.5253776142
2 NP Y_Trallwng -10.8322304336
2 AQ izquierda -10.0492531758
2 NP Innocenzo_Spinazzi -11.5253776142
2 NC egipcis -11.2609579663
2 NC lèxic -10.5678107858
2 NP Príncep_Hisaaki -10.8322304336
2 NC dofinaris -11.9541051469
2 VM presentaria -11.1937252053
2 NC metal·lúrgia -11.9541051469
2 NP Point_Plaguet -11.5253776142
2 NC bardissars -11.9541051469
2 NP Copenhaguen -9.91593970173
2 NP Monestir_de_el_Sant_Sepulcre_d'_Olèrdola -11.5253776142
2 VM invitava -11.1937252053
2 AQ interurbana -10.7424003564
2 VM xocar -9.58428729283
2 NP High_Road -11.5253776142
2 VM xocat -11.1937252053
2 AQ uruguaià -9.64378806772
2 NP Cudworth -10.8322304336
2 NP NSPR -11.5253776142
2 NP Joan_Carles -11.5253776142
2 NC sindaco -11.9541051469
2 NC agraïment -10.1623456777
2 VM modificarà -11.1937252053
2 WW 24_de_gener_de_1986 -8.44569718971
2 NP República_Soviètica_Russa -10.8322304336
2 NP Joan_Comes_Sacrarii -11.5253776142
2 NC mural -11.9541051469
2 VM codificat -11.1937252053
2 NP Frostmourne -10.8322304336
2 NP Monestir_de_Sant_Salvador_de_la_Vedella -11.5253776142
2 NP Turismo -10.8322304336
2 ZZ 1.451 -10.2466516344
2 VM procurar -9.24781505621
2 NP Turisme -9.5794674651
2 AQ mafiós -10.7424003564
2 NP PSIB-PSOE-EU-PSM-VERDS -11.5253776142
2 VM projecta -10.5005780247
2 NP SS-Panzer-Division -11.5253776142
2 VM rifar -11.1937252053
2 ZZ 3000_metres -10.2466516344
2 NP Conveni -10.8322304336
2 NP Dodsworth -11.5253776142
2 AQ semiàrid -10.7424003564
2 ZZ 935-961 -10.2466516344
2 NP Gran_Canó_de_el_Colorado -11.5253776142
2 NP Manuel_de_Solà-Morales_Arquitecte -11.5253776142
2 NP Petroni_Turpilià -11.5253776142
2 NP José_Galán_Peláez -11.5253776142
2 NP Loc. -11.5253776142
2 NP Bessin -11.5253776142
2 NP Diables_Vermells -11.5253776142
2 ZZ 1046-1079 -10.2466516344
2 NC revolucionari -11.2609579663
2 WW divendres -6.83625927728
2 NP Fable -10.8322304336
2 NP Edmond-Alexandre_Roethinger -11.5253776142
2 RG per_descomptat -8.36553274172
2 VM convivint -10.0951129166
2 NP Soriano -10.8322304336
2 NP Lauràsia -10.8322304336
2 NP Oruz -11.5253776142
2 NC Llibres -11.9541051469
2 NP Courcelette -10.8322304336
2 NC latitude -11.9541051469
2 NP Ruta_Provincial_Nº -11.5253776142
2 NC pronòstics -11.9541051469
2 ZZ trenta_centímetres -10.2466516344
2 AO sisè -4.8097725363
2 NP Paolo_Savino -11.5253776142
2 NP Revolució_Verda -11.5253776142
2 NP Loco -11.5253776142
2 NP P._The -11.5253776142
2 NP Valls_de_Pego -11.5253776142
2 NP Seleccions -9.44593607248
2 NP Convent_de_Sant_Francesc_de_Barcelona -11.5253776142
2 NP Unió_Soviètica -7.88779145443
2 NC endarreriment -11.9541051469
2 VM produiria -10.0951129166
2 NP Lifeguard -11.5253776142
2 VM arrel -11.1937252053
2 NC negociació -10.3446672345
2 NP Villalonga -10.8322304336
2 ZZ -13,27_% -10.2466516344
2 AQ parisenc -10.7424003564
2 NP Llucalcari -10.8322304336
2 VM omplint -11.1937252053
2 AQ insostenibles -9.64378806772
2 VM embrujo -11.1937252053
2 VM structure -11.1937252053
2 NP Acta_de_Salut_Pública -11.5253776142
2 NP Public_Reason_Revisited -11.5253776142
2 NP Boys_Don -11.5253776142
2 NP Alemanya_Imperi_Alemany -10.4267653255
2 ZZ 1952-1963 -10.2466516344
2 WW 11_de_setembre_de_1870 -8.44569718971
2 NC don -9.65152005391
2 NP City_Park_de_Nova_Orleans -11.5253776142
2 NP Enrique_Monsonís_Domingo -11.5253776142
2 NP Hato_Rey -10.8322304336
2 NC magistratura -10.3446672345
2 NP Alcalde_de_Maó -11.5253776142
2 NP F._de_B._Moll -11.5253776142
2 NP Okupes -11.5253776142
2 VM cediren -10.5005780247
2 NC permanència -10.8554928582
2 NP Everyman -11.5253776142
2 NP Anicet_I -11.5253776142
2 NP Vincent -9.5794674651
2 NC causant -10.8554928582
2 NP Toló -10.4267653255
2 NP Leges_Regiae -11.5253776142
2 NP Nevilles -11.5253776142
2 NC consistoris -11.9541051469
2 WW 22_de_gener_de_1603 -8.44569718971
2 NP Delfí -10.8322304336
2 NP John_Carter -10.8322304336
2 NP Ucraïna_Occidental_República_Nacional_d'_Ucraïna_Occidental -11.5253776142
2 VM circular -10.0951129166
2 NC presagis -11.9541051469
2 NP Asini_Gal -10.8322304336
2 NP Calabruix -11.5253776142
2 NP Mikhail_Artamonov -11.5253776142
2 VM fosos -11.1937252053
2 NP Maredudd_el_Cec -11.5253776142
2 AQ justificatiu -10.7424003564
2 NC estels -11.2609579663
2 RG malbé -9.97497065416
2 NC propietaris -9.12089180285
2 AQ permanents -8.43981526339
2 NP La_Palma -11.5253776142
2 NC estela -11.9541051469
2 AQ habitacionals -10.7424003564
2 NP Serapió_d'_Alexandria -11.5253776142
2 NC Arts -11.9541051469
2 NC exosistemes -11.9541051469
2 NP Niaqornaarsuk -11.5253776142
2 RG nq -9.97497065416
2 WW 9_de_setembre_de_1956 -8.44569718971
2 NP Carles_VI -11.5253776142
2 NP ATSDR -10.4267653255
2 NP Desfar -11.5253776142
2 NP M.V._&_Peixoto -10.8322304336
2 WW 21/5/1935 -8.44569718971
2 NP Kishi -11.5253776142
2 NP Premi_Nobel_de_la_Informàtica -11.5253776142
2 NP Kishu -10.8322304336
2 NC quidditch -10.5678107858
2 NP Arelatensis -11.5253776142
2 ZZ pages=1119-1124 -10.2466516344
2 VM autoritzar -9.58428729283
2 NP Comtat_de_Nelson -10.4267653255
2 AQ desdoblanet -10.7424003564
2 NP Anvers-Beaune -11.5253776142
2 NC humanismes -11.9541051469
2 NP Jordi_VI -11.5253776142
2 WW 14_de_febrer_de_2004 -8.44569718971
2 VM aterciopelada -11.1937252053
2 NC nacionalismo -11.9541051469
2 VM duraren -11.1937252053
2 NP Musa_Ibn-Al-Tubbi -11.5253776142
2 NP President_de_la_Junta_de_Galícia -11.5253776142
2 NC emiliopugini -10.8554928582
2 AQ incapaces -10.7424003564
2 NP CE_Vilanova -11.5253776142
2 NP Frych -11.5253776142
2 VM refusar -8.42113648303
2 NC automòbils -9.65152005391
2 NC atzur -10.1623456777
2 NP Myrlea -11.5253776142
2 NC rival -9.75688056957
2 NP Electrike -10.8322304336
2 NP Takao_Kobayashi -11.5253776142
2 NP Marc_Godinot -11.5253776142
2 NP Convergència_Socialista_de_Catalunya -11.5253776142
2 NP Comandament_Regional_de_l'_OTAN -11.5253776142
2 NP Palmarès_de_Robert_Varnajo -11.5253776142
2 VM reclamà -10.0951129166
2 ZZ 1968-1975 -10.2466516344
2 NC meine -11.9541051469
2 NC bordura -11.2609579663
2 NC scherzo -11.9541051469
2 VM abastia -10.5005780247
2 AQ constituent -8.95064088716
2 NP Pere_Font -11.5253776142
2 NP Adolfo_Suàrez -10.8322304336
2 NC aminoàcid -11.9541051469
2 NP Jeremy -10.8322304336
2 NC aliment -8.86306269354
2 NC condensadors -11.9541051469
2 NP Híppies -9.5794674651
2 NC pinacoteca -10.8554928582
2 NC dèspota -11.9541051469
2 NC bioindicador -9.87466360522
2 NP Isaac -9.73361814493
2 VM feia_càrrec -10.5005780247
2 AQ rejectione -10.0492531758
2 NP Christian_Architecture -11.5253776142
2 VM muden -11.1937252053
2 NP Soldat -11.5253776142
2 NP JLB -11.5253776142
2 NC bibliòfil -11.2609579663
2 NC escocesos -11.9541051469
2 NP Professor_Samuel_Oak -11.5253776142
2 NP Canadenca -11.5253776142
2 VM expulsat -7.9748493804
2 VM distant -11.1937252053
2 NP Hoppip -10.8322304336
2 NP Flix -10.8322304336
2 VM expulsar -7.86152069509
2 NP Juanes -10.8322304336
2 WW abril_del_1392 -8.44569718971
2 NP Mirca -11.5253776142
2 VM afusellats -10.5005780247
2 NC cartògraf -11.2609579663
2 VM year -9.80743084415
2 NC administracions_públiques -11.9541051469
2 NP Pep_Callís -11.5253776142
2 RG de_cop_i_volta -8.58867629304
2 NP Formalment -11.5253776142
2 AQ solvable -10.7424003564
2 NC barbaridades -11.9541051469
2 NP El_Reino_de_Castilla -11.5253776142
2 NP Bayerischen_Staatsoper -11.5253776142
2 NP Signo -11.5253776142
2 NC sàtrapa -8.39875708541
2 NC pamflets -11.9541051469
2 AQ tècniques -8.54517577905
2 NP Anicius_Paulinus -11.5253776142
2 NP Texas -9.22279252117
2 ZZ L-314 -10.2466516344
2 ZZ L-313 -10.2466516344
2 ZZ L-312 -10.2466516344
2 ZZ L-311 -10.2466516344
2 ZZ L-310 -10.2466516344
2 NC open -10.8554928582
2 NP Signs -11.5253776142
2 AQ pirates -9.35610599527
2 NC esquerrans -11.9541051469
2 NP Urgell_Castell_de_Castellnou_d'_Ossó -11.5253776142
2 NP Alan_Ayckbourn -11.5253776142
2 NP Interior -11.5253776142
2 NP L'_Équipe -11.5253776142
2 NP Pierre-Alexandre_Monsigny -11.5253776142
2 NP The_Evening_Post -11.5253776142
2 NC boutiques -11.9541051469
2 NC imprimerie -11.9541051469
2 AQ comitiis -10.7424003564
2 NP Plans_de_Sió -11.5253776142
2 NP Daniel_Libeskind -11.5253776142
2 NP Veta_Louise_Simmons -11.5253776142
2 NP Hispania -9.5794674651
2 NC amants -9.38915578944
2 NP Moraleda_de_Zafayona -11.5253776142
2 VM Paris -9.24781505621
2 NP Eunsa -11.5253776142
2 NC guardians -9.75688056957
2 NC Grup -11.2609579663
2 NC datació -10.0081949978
2 WW 20_de_febrer_de_2000 -8.44569718971
2 NC revolucions -11.9541051469
2 WW 18_de_novembre_de_1997 -8.44569718971
2 NP Mende -10.8322304336
2 NC hassiacum -11.9541051469
2 NP Malagueños -11.5253776142
2 NC guardiana -11.9541051469
2 AQ antiaèries -10.7424003564
2 ZZ 59,38_s -10.2466516344
2 NP Phyles -11.5253776142
2 ZZ 1733-1809 -10.2466516344
